 2.511535423078e+00 -5.028482879406e-13  8.966674123214e-13
 2.517845813589e+00 -6.555504775516e-13  9.404115679415e-13
 2.524156204099e+00 -8.224350604126e-13  9.603825227146e-13
 2.530466594609e+00 -1.000008230193e-12  9.531500783559e-13
 2.536776985119e+00 -1.184037271417e-12  9.157565926197e-13
 2.543087375630e+00 -1.369605857007e-12  8.458661410340e-13
 2.549397766140e+00 -1.551198214689e-12  7.419092590077e-13
 2.555708156650e+00 -1.722812384842e-12  6.032178435781e-13
 2.562018547160e+00 -1.878101798575e-12  4.301445670639e-13
 2.568328937671e+00 -2.010543335663e-12  2.241611063049e-13
 2.574639328181e+00 -2.113628908888e-12 -1.207035901784e-14
 2.580949718691e+00 -2.181076500486e-12 -2.746575627114e-13
 2.587260109201e+00 -2.207055487852e-12 -5.584750829505e-13
 2.593570499712e+00 -2.186420082230e-12 -8.572015820623e-13
 2.599880890222e+00 -2.114943810151e-12 -1.163400129861e-12
 2.606191280732e+00 -1.989547236769e-12 -1.468643167525e-12
 2.612501671242e+00 -1.808510605470e-12 -1.763682278583e-12
 2.618812061753e+00 -1.571662787576e-12 -2.038661404331e-12
 2.625122452263e+00 -1.280537932998e-12 -2.283370515298e-12
 2.631432842773e+00 -9.384915131091e-13 -2.487535077948e-12
 2.637743233283e+00 -5.507680681716e-13 -2.641134992971e-12
 2.644053623794e+00 -1.245139199752e-13 -2.734745088932e-12
 2.650364014304e+00  3.312706186224e-13 -2.759887796740e-12
 2.656674404814e+00  8.058434290205e-13 -2.709387370603e-12
 2.662984795324e+00  1.286899206519e-12 -2.577714022785e-12
 2.669295185835e+00  1.760814468286e-12 -2.361305661069e-12
 2.675605576345e+00  2.212956639845e-12 -2.058854611226e-12
 2.681915966855e+00  2.628052534114e-12 -1.671546814401e-12
 2.688226357365e+00  2.990609124120e-12 -1.203241542133e-12
 2.694536747876e+00  3.285377143998e-12 -6.605806865984e-13
 2.700847138386e+00  3.497845821041e-12 -5.301816228087e-14
 2.707157528896e+00  3.614755034698e-12  6.072381178062e-13
 2.713467919406e+00  3.624609505831e-12  1.305376885818e-12
 2.719778309917e+00  3.518178326071e-12  2.024229269899e-12
 2.726088700427e+00  3.288962319459e-12  2.744609134949e-12
 2.732399090937e+00  2.933611452177e-12  3.445744278363e-12
 2.738709481447e+00  2.452274821585e-12  4.105791412266e-12
 2.745019871958e+00  1.848866695885e-12  4.702424523625e-12
 2.751330262468e+00  1.131233653375e-12  5.213482974215e-12
 2.757640652978e+00  3.112100758352e-13  5.617662705391e-12
 2.763951043488e+00 -5.954479483138e-13  5.895231270039e-12
 2.770261433999e+00 -1.569256915483e-12  6.028745243683e-12
 2.776571824509e+00 -2.587331198062e-12  6.003746977426e-12
 2.782882215019e+00 -3.623837983272e-12  5.809416742721e-12
 2.789192605529e+00 -4.650576114177e-12  5.439156159472e-12
 2.795502996040e+00 -5.637668594996e-12  4.891079450502e-12
 2.801813386550e+00 -6.554354081994e-12  4.168390557352e-12
 2.808123777060e+00 -7.369858449850e-12  3.279626487146e-12
 2.814434167570e+00 -8.054323662262e-12  2.238750410317e-12
 2.820744558081e+00 -8.579767841958e-12  1.065081935982e-12
 2.827054948591e+00 -8.921047777771e-12 -2.169434330872e-13
 2.833365339101e+00 -9.056793258274e-12 -1.578188538720e-12
 2.839675729611e+00 -8.970281695283e-12 -2.985399840881e-12
 2.845986120122e+00 -8.650221582757e-12 -4.401955299798e-12
 2.852296510632e+00 -8.091414482980e-12 -5.788760618883e-12
 2.858606901142e+00 -7.295267463648e-12 -7.105273925337e-12
