 2.511535423078e+00 -1.552035576738e-02 -7.816253855778e-03
 2.517845813589e+00 -1.536431542345e-02 -9.892135849323e-03
 2.524156204099e+00 -1.496378860549e-02 -1.203959487754e-02
 2.530466594609e+00 -1.430033640203e-02 -1.423263136253e-02
 2.536776985119e+00 -1.335797565607e-02 -1.644198969546e-02
 2.543087375630e+00 -1.212367823056e-02 -1.863534610927e-02
 2.549397766140e+00 -1.058786367813e-02 -2.077756753464e-02
 2.555708156650e+00 -8.744875708774e-03 -2.283104296549e-02
 2.562018547160e+00 -6.593432331451e-03 -2.475608760884e-02
 2.568328937671e+00 -4.137039185370e-03 -2.651141873293e-02
 2.574639328181e+00 -1.384355393309e-03 -2.805470067425e-02
 2.580949718691e+00  1.650498718371e-03 -2.934315494217e-02
 2.587260109201e+00  4.947702465385e-03 -3.033422979395e-02
 2.593570499712e+00  8.481574203083e-03 -3.098632207168e-02
 2.599880890222e+00  1.222049858434e-02 -3.125954252756e-02
 2.606191280732e+00  1.612695007249e-02 -3.111651434730e-02
 2.612501671242e+00  2.015761995477e-02 -3.052319314896e-02
 2.618812061753e+00  2.426365272226e-02 -2.944969542127e-02
 2.625122452263e+00  2.839099608369e-02 -2.787112120690e-02
 2.631432842773e+00  3.248086707856e-02 -2.576835586876e-02
 2.637743233283e+00  3.647033477162e-02 -2.312883503253e-02
 2.644053623794e+00  4.029301787382e-02 -1.994725631034e-02
 2.650364014304e+00  4.387989337466e-02 -1.622622120405e-02
 2.656674404814e+00  4.716020992764e-02 -1.197679068848e-02
 2.662984795324e+00  5.006249734202e-02 -7.218938402348e-03
 2.669295185835e+00  5.251566114842e-02 -1.981886143144e-03
 2.675605576345e+00  5.445014886923e-02  3.695692522611e-03
 2.681915966855e+00  5.579917238783e-02  9.765613257424e-03
 2.688226357365e+00  5.649996872458e-02  1.617027747660e-02
 2.694536747876e+00  5.649507964434e-02  2.284293317977e-02
 2.700847138386e+00  5.573362888986e-02  2.970810642999e-02
 2.707157528896e+00  5.417257450693e-02  3.668220709995e-02
 2.713467919406e+00  5.177791274590e-02  4.367430954357e-02
 2.719778309917e+00  4.852580943134e-02  5.058710569292e-02
 2.726088700427e+00  4.440363452266e-02  5.731802477570e-02
 2.732399090937e+00  3.941087587187e-02  6.376051045510e-02
 2.738709481447e+00  3.355990894248e-02  6.980544277287e-02
 2.745019871958e+00  2.687660049714e-02  7.534268889565e-02
 2.751330262468e+00  1.940072599508e-02  8.026276339157e-02
 2.757640652978e+00  1.118618265629e-02  8.445857567166e-02
 2.763951043488e+00  2.300982831336e-03  8.782723938802e-02
