 2.511535423078e+00 -3.000519881075e-02 -5.197248822419e-02
 2.517845813589e+00 -2.561093705766e-02 -5.760705958294e-02
 2.524156204099e+00 -2.038827845309e-02 -6.297719853179e-02
 2.530466594609e+00 -1.433539957704e-02 -6.797467125905e-02
 2.536776985119e+00 -7.463568344350e-03 -7.248692604184e-02
 2.543087375630e+00  2.018436380179e-04 -7.639857566228e-02
 2.549397766140e+00  8.620504400035e-03 -7.959306101704e-02
 2.555708156650e+00  1.773644964486e-02 -8.195448136868e-02
 2.562018547160e+00  2.747762346595e-02 -8.336957230888e-02
 2.568328937671e+00  3.775565803491e-02 -8.372980813718e-02
 2.574639328181e+00  4.846591621262e-02 -8.293360109428e-02
 2.580949718691e+00  5.948781804197e-02 -8.088856582140e-02
 2.587260109201e+00  7.068546843688e-02 -7.751381364467e-02
 2.593570499712e+00  8.190859911434e-02 -7.274223790659e-02
 2.599880890222e+00  9.299383296195e-02 -6.652274868267e-02
 2.606191280732e+00  1.037662736461e-01 -5.882241292837e-02
 2.612501671242e+00  1.140414174153e-01 -4.962845448851e-02
 2.618812061753e+00  1.236273778236e-01 -3.895006755228e-02
 2.625122452263e+00  1.323274075846e-01 -2.681999712555e-02
 2.631432842773e+00  1.399426950878e-01 -1.329584097788e-02
 2.637743233283e+00  1.462754063703e-01  1.538970647430e-03
 2.644053623794e+00  1.511319366950e-01  1.757455846731e-02
 2.650364014304e+00  1.543263294551e-01  3.467437785259e-02
 2.656674404814e+00  1.556838140666e-01  5.267543512806e-02
 2.662984795324e+00  1.550444089620e-01  7.138896310725e-02
 2.669295185835e+00  1.522665309121e-01  9.060157587314e-02
 2.675605576345e+00  1.472305478081e-01  1.100769153733e-01
 2.681915966855e+00  1.398422088856e-01  1.295577942230e-01
 2.688226357365e+00  1.300358842651e-01  1.487688303200e-01
 2.694536747876e+00  1.177775447548e-01  1.674195596020e-01
 2.700847138386e+00  1.030674131772e-01  1.852080036830e-01
 2.707157528896e+00  8.594222013637e-02  2.018246593486e-01
 2.713467919406e+00  6.647700016433e-02  2.169568671664e-01
