 3.079470569001e+00  4.639925017895e-33  9.598235441498e-34
 3.085780959511e+00  4.639392589998e-33  9.617335806970e-34
 3.092091350021e+00  4.638859112773e-33  9.636432713574e-34
 3.098401740531e+00  4.638324586468e-33  9.655526154545e-34
 3.104712131042e+00  4.637789011328e-33  9.674616123119e-34
 3.111022521552e+00  4.637252387601e-33  9.693702612535e-34
 3.117332912062e+00  4.636714715536e-33  9.712785616034e-34
 3.123643302572e+00  4.636175995382e-33  9.731865126857e-34
 3.129953693083e+00  4.635636227386e-33  9.750941138250e-34
 3.136264083593e+00  4.635095411800e-33  9.770013643458e-34
 3.142574474103e+00  4.634553548872e-33  9.789082635730e-34
 3.148884864613e+00  4.634010638853e-33  9.808148108315e-34
 3.155195255124e+00  4.633466681995e-33  9.827210054466e-34
 3.161505645634e+00  4.632921678548e-33  9.846268467435e-34
 3.167816036144e+00  4.632375628765e-33  9.865323340479e-34
 3.174126426654e+00  4.631828532897e-33  9.884374666855e-34
 3.180436817165e+00  4.631280391199e-33  9.903422439823e-34
 3.186747207675e+00  4.630731203923e-33  9.922466652644e-34
 3.193057598185e+00  4.630180971322e-33  9.941507298581e-34
 3.199367988695e+00  4.629629693652e-33  9.960544370900e-34
 3.205678379206e+00  4.629077371168e-33  9.979577862868e-34
 3.211988769716e+00  4.628524004123e-33  9.998607767754e-34
 3.218299160226e+00  4.627969592775e-33  1.001763407883e-33
 3.224609550736e+00  4.627414137379e-33  1.003665678936e-33
 3.230919941247e+00  4.626857638192e-33  1.005567589264e-33
 3.237230331757e+00  4.626300095471e-33  1.007469138192e-33
 3.243540722267e+00  4.625741509474e-33  1.009370325050e-33
 3.249851112777e+00  4.625181880459e-33  1.011271149166e-33
 3.256161503288e+00  4.624621208685e-33  1.013171609866e-33
 3.262471893798e+00  4.624059494410e-33  1.015071706481e-33
 3.268782284308e+00  4.623496737894e-33  1.016971438339e-33
 3.275092674818e+00  4.622932939397e-33  1.018870804768e-33
 3.281403065329e+00  4.622368099180e-33  1.020769805098e-33
 3.287713455839e+00  4.621802217504e-33  1.022668438657e-33
 3.294023846349e+00  4.621235294630e-33  1.024566704777e-33
 3.300334236859e+00  4.620667330820e-33  1.026464602785e-33
 3.306644627370e+00  4.620098326336e-33  1.028362132011e-33
 3.312955017880e+00  4.619528281442e-33  1.030259291787e-33
 3.319265408390e+00  4.618957196400e-33  1.032156081442e-33
 3.325575798900e+00  4.618385071474e-33  1.034052500306e-33
 3.331886189411e+00  4.617811906930e-33  1.035948547711e-33
 3.338196579921e+00  4.617237703031e-33  1.037844222987e-33
 3.344506970431e+00  4.616662460042e-33  1.039739525465e-33
 3.350817360941e+00  4.616086178230e-33  1.041634454476e-33
 3.357127751452e+00  4.615508857861e-33  1.043529009352e-33
 3.363438141962e+00  4.614930499201e-33  1.045423189425e-33
 3.369748532472e+00  4.614351102517e-33  1.047316994025e-33
 3.376058922982e+00  4.613770668078e-33  1.049210422487e-33
 3.382369313493e+00  4.613189196150e-33  1.051103474140e-33
 3.388679704003e+00  4.612606687004e-33  1.052996148319e-33
 3.394990094513e+00  4.612023140907e-33  1.054888444356e-33
 3.401300485023e+00  4.611438558129e-33  1.056780361583e-33
 3.407610875534e+00  4.610852938940e-33  1.058671899334e-33
 3.413921266044e+00  4.610266283611e-33  1.060563056942e-33
 3.420231656554e+00  4.609678592412e-33  1.062453833740e-33
 3.426542047064e+00  4.609089865616e-33  1.064344229063e-33
 3.432852437575e+00  4.608500103493e-33  1.066234242244e-33
 3.439162828085e+00  4.607909306316e-33  1.068123872616e-33
 3.445473218595e+00  4.607317474358e-33  1.070013119515e-33
 3.451783609105e+00  4.606724607892e-33  1.071901982275e-33
 3.458093999616e+00  4.606130707192e-33  1.073790460231e-33
 3.464404390126e+00  4.605535772532e-33  1.075678552717e-33
 3.470714780636e+00  4.604939804187e-33  1.077566259070e-33
 3.477025171146e+00  4.604342802432e-33  1.079453578623e-33
 3.483335561657e+00  4.603744767542e-33  1.081340510712e-33
 3.489645952167e+00  4.603145699794e-33  1.083227054674e-33
 3.495956342677e+00  4.602545599464e-33  1.085113209845e-33
 3.502266733187e+00  4.601944466829e-33  1.086998975560e-33
 3.508577123698e+00  4.601342302167e-33  1.088884351156e-33
 3.514887514208e+00  4.600739105756e-33  1.090769335969e-33
 3.521197904718e+00  4.600134877874e-33  1.092653929337e-33
 3.527508295228e+00  4.599529618799e-33  1.094538130596e-33
 3.533818685739e+00  4.598923328813e-33  1.096421939083e-33
 3.540129076249e+00  4.598316008193e-33  1.098305354137e-33
 3.546439466759e+00  4.597707657221e-33  1.100188375094e-33
 3.552749857269e+00  4.597098276178e-33  1.102071001293e-33
 3.559060247780e+00  4.596487865343e-33  1.103953232071e-33
 3.565370638290e+00  4.595876425001e-33  1.105835066767e-33
 3.571681028800e+00  4.595263955431e-33  1.107716504720e-33
 3.577991419310e+00  4.594650456918e-33  1.109597545267e-33
 3.584301809821e+00  4.594035929744e-33  1.111478187749e-33
 3.590612200331e+00  4.593420374193e-33  1.113358431504e-33
 3.596922590841e+00  4.592803790549e-33  1.115238275871e-33
 3.603232981351e+00  4.592186179096e-33  1.117117720191e-33
 3.609543371862e+00  4.591567540120e-33  1.118996763802e-33
 3.615853762372e+00  4.590947873905e-33  1.120875406046e-33
 3.622164152882e+00  4.590327180738e-33  1.122753646261e-33
 3.628474543392e+00  4.589705460905e-33  1.124631483790e-33
 3.634784933903e+00  4.589082714694e-33  1.126508917971e-33
 3.641095324413e+00  4.588458942390e-33  1.128385948147e-33
 3.647405714923e+00  4.587834144283e-33  1.130262573657e-33
 3.653716105433e+00  4.587208320660e-33  1.132138793845e-33
 3.660026495944e+00  4.586581471810e-33  1.134014608050e-33
 3.666336886454e+00  4.585953598023e-33  1.135890015615e-33
 3.672647276964e+00  4.585324699587e-33  1.137765015882e-33
 3.678957667474e+00  4.584694776793e-33  1.139639608193e-33
 3.685268057984e+00  4.584063829932e-33  1.141513791890e-33
 3.691578448495e+00  4.583431859294e-33  1.143387566316e-33
 3.697888839005e+00  4.582798865172e-33  1.145260930814e-33
 3.704199229515e+00  4.582164847857e-33  1.147133884727e-33
 3.710509620025e+00  4.581529807641e-33  1.149006427398e-33
 3.716820010536e+00  4.580893744817e-33  1.150878558171e-33
 3.723130401046e+00  4.580256659680e-33  1.152750276389e-33
 3.729440791556e+00  4.579618552521e-33  1.154621581397e-33
 3.735751182066e+00  4.578979423637e-33  1.156492472538e-33
 3.742061572577e+00  4.578339273322e-33  1.158362949157e-33
 3.748371963087e+00  4.577698101870e-33  1.160233010599e-33
 3.754682353597e+00  4.577055909577e-33  1.162102656208e-33
 3.760992744107e+00  4.576412696741e-33  1.163971885329e-33
 3.767303134618e+00  4.575768463656e-33  1.165840697309e-33
